dataset_id,strategy_id,dataset_random_seed,strategy,duration,f1_auc,n_samples,n_features,n_informative,n_redundant,n_repeated,n_classes,n_clusters_per_class,weights,flip_y,class_sep,hypercube,scale,random_state
15,14,96,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},117.6625836128369,0.5769180398316853,400,4097,4097,0,0,40,?,?,?,?,?,?,96
15,14,99,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},118.03618846205063,0.5497695670124211,400,4097,4097,0,0,40,?,?,?,?,?,?,99
15,14,93,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},118.18411782593466,0.5335818583897936,400,4097,4097,0,0,40,?,?,?,?,?,?,93
15,14,76,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},116.52826714306138,0.5921286852368055,400,4097,4097,0,0,40,?,?,?,?,?,?,76
15,14,81,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},116.41872735787183,0.5397746581346923,400,4097,4097,0,0,40,?,?,?,?,?,?,81
15,14,98,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},118.80976441502571,0.5697995877655994,400,4097,4097,0,0,40,?,?,?,?,?,?,98
15,14,84,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},118.37414983403869,0.5852626456681767,400,4097,4097,0,0,40,?,?,?,?,?,?,84
15,14,80,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},118.92458108603023,0.5452366386437227,400,4097,4097,0,0,40,?,?,?,?,?,?,80
0,14,12,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.709635148057714,0.9350361481678833,1268,50,11,0,38,2,6,"[0.9854964655286079, 0.014503534471392115]",0.04819589774164904,4.825388139042865,False,0.01,12
0,14,9,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.13569373800419,0.742514666192678,1234,25,6,7,11,2,6,"[0.6553252693079367, 0.3446747306920634]",0.010448799713774926,5.0278208005220835,False,0.01,9
0,14,7,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.271800867980346,0.7279029492598269,693,70,15,45,9,3,6,"[0.6422484695268018, 0.06906402082520187, 0.2886875096479962]",0.014140474227283678,5.827880059033551,False,0.01,7
0,14,5,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},37.96144239208661,0.4929022858542444,2192,96,9,77,8,7,9,"[0.36526879770940796, 0.0975938721561251, 0.13776170188664247, 0.21143396886997495, 0.10639531664904373, 0.05127198507958663, 0.03027435764921919]",0.010429923384591387,0.29005228283614737,False,0.01,5
0,14,8,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},39.92267493810505,0.28275337656177746,1957,49,13,22,13,8,3,"[0.17552893779290735, 0.061439450587978076, 0.0026588155454319276, 0.13055854801024389, 0.11938234779506385, 0.171519500297767, 0.15094374417996606, 0.18796865579064173]",0.014798762378164304,1.931166477860281,False,0.01,8
0,14,6,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},42.72805101680569,0.29637256646234506,4800,12,6,1,4,9,7,"[0.0075402341985101, 0.020165477047777422, 0.1600424302902069, 0.1335994484056463, 0.09607415524754342, 0.07233478650150917, 0.1724775261104444, 0.10206372560366908, 0.23570221659469318]",0.014404324135180023,2.6162148294465792,False,0.01,6
0,14,11,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},42.72696514404379,0.4170989526255025,3805,73,17,1,54,9,8,"[0.1380173263674226, 0.058284407713726, 0.07104523028962118, 0.001375441925891356, 0.07145006566873305, 0.30410299358195836, 0.20342450367465342, 0.13999098970896887, 0.012309041069025185]",0.030700881350831814,5.078412730622711,False,0.01,11
